"LiftID","Lake","Agency","Location","Latitude","Longitude","MU","Grid","Year","Month","Day","SurveyType","SurveyDescription","Gear","Nights","NetMaterial","MinMeshmm","MaxMeshmm","Depth1m","Depth2m","AvgDepthm","BottomTempC","SurfaceTempC","Comments"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_1","Ontario","OMNR","63",45.0158666666667,-74.6895,NA,NA,2025,9,15,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.5,4.5,20,20,"bottom; net covered in weeds"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
"OMNR_SLR_IA25_LSF_10","Ontario","OMNR","70",45.0797833333333,-74.5212333333333,NA,NA,2025,9,17,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,3.5,5.2,4.8,20.2,20.2,"bottom"
