"LiftID","Lake","Agency","Location","Latitude","Longitude","MU","Grid","Year","Month","Day","SurveyType","SurveyDescription","Gear","Nights","NetMaterial","MinMeshmm","MaxMeshmm","Depth1m","Depth2m","AvgDepthm","BottomTempC","SurfaceTempC","Comments"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_1","Ontario","OMNR","M014",44.1025666666667,-77.0607166666667,NA,NA,2025,6,16,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,5,5.9,5.7,14.4,20.6,"NEW GRID 3-6 Randoms moved locations due to boater activity, hook in net"
"OMNR_LOA_IA25_GL1_10","Ontario","OMNR","GI13",44.0895833333333,-76.78295,NA,NA,2025,7,8,"Fish Community Assessment","Fish Community Assessment","Gillnet",1,"M",38.1,152.4,11,12.4,11.8,16.9,19.8,"algae and spiny water flea on most panels"
