"LiftID","Lake","Agency","Location","Latitude","Longitude","MU","Grid","Year","Month","Day","SurveyType","SurveyDescription","Gear","Nights","NetMaterial","MinMeshmm","MaxMeshmm","Depth1m","Depth2m","AvgDepthm","BottomTempC","SurfaceTempC","Comments"
"OMNR_LOA_IA25_TW1_1","Ontario","OMNR","BQ12",44.15325,-77.3332,NA,NA,2025,7,28,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.4,4.7,4.5,27.6,27.6,"0 BOXES OF MUSSELS; Trawl did not fish properly – trawl was repeated"
"OMNR_LOA_IA25_TW1_16","Ontario","OMNR","BQ12",44.1529,-77.332,NA,NA,2025,8,19,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.2,4.5,4.4,23.9,23.9,"0 BOXES OF MUSSELS; water solider in catch"
"OMNR_LOA_IA25_TW1_17","Ontario","OMNR","BQ11",44.0975666666667,-77.5207666666667,NA,NA,2025,8,19,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,3.2,3.3,3.3,23.5,23.5,"0 BOXES OF MUSSELS; WATER SOLIDER IN CATCH, KEPT PLANT; FW DRUM X3 - ONE RELEASED AT 350G X320MM"
"OMNR_LOA_IA25_TW1_18","Ontario","OMNR","BQ14",44.1689166666667,-77.05755,NA,NA,2025,8,19,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,3.9,4.4,4.3,23.3,23.3,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_19","Ontario","OMNR","BQ15",44.1088833333333,-77.0271333333333,NA,NA,2025,8,18,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,5.3,5.6,5.4,23.7,23.7,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_2","Ontario","OMNR","BQ11",44.098,-77.52075,NA,NA,2025,7,28,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,3.3,3.7,3.5,26.9,26.9,"0 BOXES OF MUSSELS; Trawl did not fish properly – trawl was repeated"
"OMNR_LOA_IA25_TW1_20","Ontario","OMNR","BQ13",44.16155,-77.23045,NA,NA,2025,8,19,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.6,4.9,4.7,23.8,23.8,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_21","Ontario","OMNR","BQ17",44.1085833333333,-76.9043166666667,NA,NA,2025,8,18,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,20.3,21.1,20.4,23.3,23.3,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_23","Ontario","OMNR","BQ13",44.1607,-77.23275,NA,NA,2025,7,30,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.7,4.9,4.9,27.4,27.4,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_24","Ontario","OMNR","BQ12",44.1529666666667,-77.3324333333333,NA,NA,2025,7,30,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.4,4.7,4.5,26.9,26.9,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_25","Ontario","OMNR","BQ11",44.0980833333333,-77.5204333333333,NA,NA,2025,7,30,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,3.3,3.7,3.5,27.8,27.8,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_26","Ontario","OMNR","BQ14",44.1689333333333,-77.0575,NA,NA,2025,7,30,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.3,4.5,4.5,27,27,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_27","Ontario","OMNR","BQ15",44.1087166666667,-77.0274666666667,NA,NA,2025,7,31,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,5.5,5.8,5.7,23.5,23.5,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_28","Ontario","OMNR","BQ17",44.10865,-76.90445,NA,NA,2025,7,31,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,20.4,21.4,20.7,23.6,23.6,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_3","Ontario","OMNR","BQ14",44.1687333333333,-77.0576333333333,NA,NA,2025,7,29,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.2,4.5,4.3,27.1,27.1,"0 BOXES OF MUSSELS; Trawl did not fish properly – trawl was repeated"
"OMNR_LOA_IA25_TW1_30","Ontario","OMNR","EB03",43.9601,-76.8100833333333,NA,NA,2025,9,9,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,20.6,21.7,21.3,17.8,17.8,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_31","Ontario","OMNR","EB03",43.96025,-76.8101833333333,NA,NA,2025,9,9,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,20.6,21.7,21.3,17.8,17.8,"0 BOXES OF MUSSELS; 075- DEAD ROTTEN IN NET"
"OMNR_LOA_IA25_TW1_33","Ontario","OMNR","EB03",43.9605666666667,-76.8098666666667,NA,NA,2025,9,9,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,21.5,21.8,21.7,17.8,17.8,"0 BOXES OF MUSSELS"
"OMNR_LOA_IA25_TW1_5","Ontario","OMNR","BQ13",44.16145,-77.2304333333333,NA,NA,2025,7,28,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,4.7,4.9,4.9,26.8,26.8,"0 BOXES OF MUSSELS; Trawl did not fish properly – trawl was repeated"
"OMNR_LOA_IA25_TW1_6","Ontario","OMNR","BQ17",44.1099166666667,-76.90205,NA,NA,2025,7,29,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,20.8,21.7,21,24.6,24.6,"1 BOXES OF MUSSELS = 13669g; Trawl did not fish properly – trawl was repeated"
"OMNR_LOA_IA25_TW1_7","Ontario","OMNR","EB01",44.05955,-76.7962666666667,NA,NA,2025,8,27,"Fish Community Assessment","Fish Community Assessment","Trawl",NA,"M",88.9,101.6,27.1,27.8,27.3,21,21,"1 BOXES OF MUSSELS"
